Email,Address,Avatar,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
tinasmith@martinez.info,"40000 Ann Port Suite 474
Youngberg, MS 03651",LemonChiffon,33.11020505771776,11.982044994015611,35.29308775436051,3.9234887455274374,529.537665336851
chasejennifer@hotmail.com,"9507 Robert Prairie Apt. 601
East Crystalview, SC 56814",DarkOrchid,33.10543794246846,11.965020002997898,37.27781174207212,4.742577519573315,554.7220838330761
jenniferbarnett@gmail.com,"0772 Michael Isle Suite 617
Meyerstown, WA 45449-6768",SeaGreen,33.24190043446127,12.305417813429445,36.16364817104465,3.062368145311689,497.58667130044074
jared39@hotmail.com,"739 David Isle Suite 818
Chandlertown, DC 34587",SteelBlue,33.46105629551836,10.869163814130363,35.62244242064545,3.471413452477678,447.6879065360586
briancarlson@page-fleming.com,"USCGC Gill
FPO AA 26496",DarkMagenta,32.175501237949376,13.387492105579694,35.69417498569782,4.343062915388998,588.7126055095755
joshuaodom@gmail.com,"5277 Patel Brook
East Audrey, NJ 19075",DarkGoldenRod,32.72836000313375,13.104507242875801,38.878040506759845,2.8200972339734696,491.07322367951974
vickie90@lee-wilson.com,"9135 Rodriguez Dam
Ramirezberg, MS 77223",DarkSeaGreen,32.82030994541536,11.634893252550466,35.36862632536302,4.1245852967146535,507.44183233961667
duane56@hotmail.com,"24373 Mcgee Drive Apt. 990
New Mariahaven, NH 14470",Gainsboro,33.61603789276768,11.936386499892283,38.768640998026676,3.649286157714702,521.8835731664784
enash@gmail.com,"997 Campbell Flat Suite 970
East Amanda, PW 22048",HotPink,31.721652360509037,11.75502370305383,36.765722357858394,1.8473704233395085,347.7769266318726
sandraharrison@bailey-gordon.net,"7835 Rogers Roads
East Amberhaven, MI 70835-2286",LightSeaGreen,32.8653271748764,11.984417523634924,37.0443614002997,3.452388582630727,490.7386321439546
cunninghamwilliam@hotmail.com,"4589 Dan Fords
Beasleyburgh, ME 96590-8272",HoneyDew,32.74936818112046,9.954975969174418,37.38831486719822,4.650491269094463,478.1703340540876
teresaallen@hill-leach.info,"1958 Robert Bridge Apt. 250
Malloryland, ID 03393-5336",WhiteSmoke,32.56723048027511,12.489013215743665,36.37147981406854,4.22243622534277,537.8461952695957
rhonda96@little.org,"2977 Perez Row
Lake Jack, TN 45336-9436",GhostWhite,32.07054622092545,11.733106220383402,37.53429101112127,4.671275460906252,532.7517875818365
lisacabrera@yahoo.com,"9801 Thomas Pike Suite 058
Brandishire, AK 88122-1314",DarkSlateBlue,33.01954798572344,10.634561317920278,37.49669014561275,4.646119976606155,501.87443028426947
jasonrichardson@elliott.com,"18372 Matthew Fork Suite 705
North Matthewmouth, KY 99737",Chocolate,33.79203907501622,12.507525374016035,37.14286198458455,4.214495086037866,591.1971781805905
hoovernicole@dorsey.net,"69403 Hernandez Knolls
Marciashire, DE 36417-5667",HoneyDew,32.89398062181101,11.52987820576495,36.888086054199256,4.643258549800133,547.2443434159983
christopher20@gmail.com,"USNV Fuller
FPO AE 32122-5711",Snow,32.04448612744043,13.41493473585169,36.11243501077792,2.258686386946843,448.22982918655
brianwilson@yahoo.com,"448 Stewart Divide
New Ashleyfort, FM 84050",BurlyWood,34.555767994657494,12.170525424959397,39.13109673366661,3.663105491283854,549.860590464497
gonzaleskatie@gmail.com,"70129 Darrell Spring
Thomasmouth, HI 39319-2739",Moccasin,34.56455770619167,13.14655143290706,37.335445894325716,3.8768751769237673,593.915002968289
lsmith@chung.com,"412 Jackson River
Kleinburgh, KS 52039-7404",BlueViolet,32.726784597863976,12.988510147185293,36.46200325853961,4.113226122724209,563.6728733601082
dongarcia@hotmail.com,"546 Benjamin Lights Suite 421
Romerofurt, NC 43746-4501",MediumBlue,33.117218732994786,11.86412635894251,36.582727765406275,3.202531199210734,479.73194908594513
kimberly46@garcia-nelson.biz,"4066 Gonzalez Dam Apt. 277
West Jessica, TN 36880",GreenYellow,31.661049822746076,11.398064190096813,36.59445670006827,3.198399271684906,416.35835357990084
william82@gmail.com,"11143 Park Squares
Samanthatown, UT 97073",SandyBrown,33.25633546983111,13.85806246213124,37.78026468722867,5.97676812602,725.5848140556805
brenda82@maldonado-gonzalez.net,"645 Elizabeth Pass
Williamview, MS 51544",MediumVioletRed,33.90022441401576,10.956790967791651,37.266878259420906,2.9526689579217362,442.66725173862795
josephgould@west.info,"861 Annette Stream Suite 771
North Miguel, CA 33824-1610",DarkBlue,34.18777482695728,10.320116255059192,37.45340510152358,2.0948917061051766,384.6265715694054
wbrady@yahoo.com,"044 Riggs Expressway
Lake Stevenchester, AL 22283",SandyBrown,33.76206923913139,9.98451439654646,35.93344930095986,3.85547168456418,451.4574468676027
smithtracey@mcgee.com,"PSC 4508, Box 7961
APO AA 55271-2375",DarkOliveGreen,34.390163664343326,12.64519514084352,38.46832110587932,2.8745969103039517,522.40414125956
amberchase@fowler.info,"1867 Gregory Isle Suite 022
Port Tammy, LA 52305-9696",GreenYellow,33.92529660119954,11.588655423353044,35.25224202243303,3.3920504890738385,483.6733080190456
gregoryholmes@hotmail.com,"2891 Martin Plain Suite 197
Melaniestad, NE 65650-8529",DarkSalmon,32.68822929602445,13.761532847115612,39.25293095040623,2.995761182613056,520.8987944502368
jeffreydawson@gmail.com,"9944 Trevor Expressway
Robinsonstad, OR 34630-1840",DarkSeaGreen,34.3018702154015,10.568294685632761,36.17312563197192,3.315224753915403,453.16950235469744
rjohns@gmail.com,"264 Derek Dam Apt. 680
West Danielle, SD 91517-8611",DeepPink,32.843930222655175,11.832286222863628,36.81401056250368,3.4719191365417483,496.650708068581
john85@martin-morgan.com,"USNV Reese
FPO AA 73568-0730",Olive,33.75499472831927,12.06415663219932,37.271221692501925,3.9705556280753487,547.3651405940458
vcoleman@yahoo.com,"7761 Hughes Curve Apt. 880
Rodriguezberg, MN 96206-5317",SkyBlue,33.879784289702826,12.495591602384836,38.052609752573076,4.639320331857264,616.8515229667128
floresarthur@yahoo.com,"12612 Johnson Skyway Suite 764
Jessicaville, CT 14968-6590",Magenta,33.07653560709715,9.607314687519166,36.49399254673739,5.081210092491108,507.21256900067846
ryan36@gmail.com,"5379 Rhonda Prairie Apt. 696
Brownland, WA 87027",DarkTurquoise,32.22729913636721,13.728627177429864,37.99702800956553,4.8026306305233755,613.5993233689068
chris67@ryan.biz,"716 Bush Greens Apt. 098
Trevorton, MA 17817-8000",Silver,32.789772618310714,11.670065919118978,37.4087484767376,3.4146884225048972,483.15972078451705
katie25@gmail.com,"6861 Lopez Fork Apt. 114
South Jamiechester, DE 63993",SpringGreen,32.77260992960089,13.276313008175375,36.60077705432864,3.4622988474603718,540.2634004105403
kyang@diaz.org,"223 Love Trail Suite 831
Port Jeffrey, IN 46849",OliveDrab,34.374258045247466,15.126994288792467,37.15762409406526,5.377593583586978,765.5184619388372
tadams@contreras.info,"049 Matthew Terrace
Lake Matthew, MS 20210",Aqua,33.0787172146689,12.695789749023145,35.358444307206696,4.001786345798084,553.6015346844503
craigcastro@burgess.com,"65407 Warner Forges Suite 071
New Lori, AZ 30132-2395",OrangeRed,32.80522040097184,11.835476087614284,36.375066106372905,3.4395905595500764,469.31086149531063
ellen24@anthony.com,"PSC 3408, Box 3353
APO AE 05113-1257",LimeGreen,32.43075793005128,11.306232344673575,37.68040322813719,2.7795207192736093,408.62018782983785
davisrobert@hicks-smith.com,"95967 Pitts Burgs
West Sarah, MH 27817-5147",SkyBlue,32.179099972602344,11.187538910878676,40.005181638101895,3.5526497674265176,451.575685159493
walkerlaura@peterson-yates.com,"89154 Jones Stream Suite 311
East Katie, NC 72742-1516",LightGreen,33.15417578832186,11.887494133971662,36.265000697022046,2.6022871120328714,444.96655165329264
marc54@hotmail.com,"Unit 6174 Box 1949
DPO AP 27478",SandyBrown,34.33589583979252,12.2289347111239,36.1571911511149,4.694322274442824,595.8228366992037
gregoryrussell@yahoo.com,"55436 Devon Plain
West Kendraberg, HI 18826-3623",Teal,32.38625185558597,10.674653472691903,38.006583179477666,3.4015223445155094,418.1500810968496
williamsjohnny@ferguson.info,"51920 Kent Junctions Apt. 352
Walkerport, NY 11257-6647",LightYellow,32.80869759268502,12.817113090284248,37.031539216766284,3.8515788003584657,534.7771880994133
haydenrebecca@gmail.com,"10022 Wilson Orchard Suite 107
Harrisstad, MH 99272",MintCream,33.87974496798125,13.5878060830337,38.260353442660126,3.25811288288828,578.2416050583773
langmatthew@hotmail.com,"606 Perez Drives
Maryside, CO 94387-5877",DimGray,32.04983939045731,12.238057349986248,38.73086173541955,3.120568914816974,478.7193568742153
david43@richards.com,"967 Andrew Spurs
Mathistown, CO 28230",Indigo,33.55520742143224,11.55182116621942,36.628834292811774,2.837943164069798,444.28590749764356
paulkemp@yahoo.com,"PSC 9698, Box 5466
APO AE 75496-3580",LightSalmon,33.14207932732039,11.433379933334457,35.89243163440533,4.470282584120023,544.7798637193825
fbryant@gmail.com,"284 Jennifer Curve
Lake Hollyberg, IN 05228",GreenYellow,32.59718265981362,10.889566863427978,38.21257083414733,4.442054329011166,488.7860610939056
kimberlyfrederick@gmail.com,"71299 Jessica Shoals
East Mark, IA 48085-1070",DeepSkyBlue,33.167136876950536,11.928842093866267,36.91463331144087,3.164943995285113,475.75906778832797
sharon82@saunders.info,"873 Clay Flats Apt. 810
Lake Kyle, GU 48782",DarkGreen,31.514737857801983,12.595671305072534,39.600376465861395,3.7517345520890513,489.8124879964614
fishermichael@ramos.com,"565 Duarte Keys Suite 293
Traceytown, IN 17797",LimeGreen,34.59402114954151,10.947258584185185,35.88399438701215,3.1597544439509266,462.8976361529081
ilawson@hotmail.com,"19018 Christopher Neck Apt. 963
Mcintoshchester, IA 66908-2456",DarkGoldenRod,33.50136982210362,13.898081993497069,37.0589128165069,4.130562809236323,596.4301726172283
shafferdaniel@murphy-harris.info,"USCGC Thomas
FPO AP 43708-2468",Turquoise,32.40237101796123,10.875559548189255,37.78114255999947,1.9140899242310996,338.31986264152215
stevenanderson@yahoo.com,"5401 Holt Corner Apt. 195
Hannahstad, NC 86693-3595",LightGreen,34.65548567957987,10.33807269503854,36.15725594420065,4.396651901097083,533.5149352552407
richard16@boyer-pratt.com,"4568 Jeffrey Lane Apt. 512
South Jason, WV 78116-0966",LightSteelBlue,31.809300316679188,11.634668217942473,36.182539282355286,5.113319474870622,536.7718993628412
hyoung@jones.info,"73469 Baker Forest Apt. 550
Allenbury, TX 63791",Cornsilk,33.877779300122526,12.517666287393077,37.151920660971435,2.6699416242795815,487.3793060170291
erik46@hotmail.com,"20711 Martin Harbors Apt. 582
New Justinborough, AK 40834-2664",LemonChiffon,34.447871436480774,10.607723870859086,36.81909551318471,3.3664637433729325,473.7289665129948
rojasmichael@wagner-thomas.com,"7602 Scott Plaza Apt. 158
Lake Amberland, VI 10516-3276",DarkKhaki,31.956300560523367,12.828893395018701,36.951616684246815,4.571213023779052,547.1259317471988
lance88@briggs.com,"16001 Wilkins Island Suite 852
Jonathanfort, AL 88541-7817",FireBrick,32.6055836415705,12.068816079691766,36.1050004999139,3.917451119136939,505.1133435398579
anthony09@hotmail.com,"5118 Madden Views Apt. 738
North Barryport, AS 28731-2270",LightSeaGreen,32.49144660312287,12.530357373542882,37.87521910003027,2.476139050596411,449.0703194428044
audreyjohnson@rosales.com,"USCGC Nicholson
FPO AE 43987-0470",SlateGray,33.616018552595435,13.516284296962846,36.77312349371806,4.125584363255396,611.0000251040717
beth76@yahoo.com,"4522 Paul Heights Suite 851
Adamsland, RI 08981",Crimson,33.47160052695171,11.662263431208277,36.05024078202619,3.9972553776226674,515.8288148548279
larrywest@davis.com,"21918 Gail Glens
Barbershire, SD 45790-8387",MidnightBlue,33.71065305912268,13.664747875183542,37.72438615760942,1.3626740800013843,439.074766741645
raylopez@hotmail.com,"3600 Amber Plains Suite 002
North Jamesburgh, VA 07917",DarkGoldenRod,32.19772379742183,11.83023109487895,36.63385670229112,4.193324635532072,514.088957746572
middletonrenee@gmail.com,"71757 David Freeway Apt. 851
West Carriefurt, NC 27106-3364",DarkCyan,32.46121244511541,13.291143045352882,38.633625651583536,3.8710034001764155,543.340166256701
grichardson@ryan.info,"79139 Boone Common
Stewartstad, DE 63633-1812",SteelBlue,33.790387206952126,11.942340869536073,38.06341358683894,4.08180269478151,521.1429518103512
esmith@gmail.com,"USS Johnson
FPO AE 35617-5384",OldLace,34.18382052058911,13.349912944366531,37.827394227862136,4.252006105620936,614.7153338263417
michael53@munoz.com,"USNS Mitchell
FPO AP 92946",MediumBlue,32.288666909138946,12.020112091208748,39.074400211336965,3.911708668370663,507.39006178986654
jacqueline46@mcdonald-smith.biz,"3794 Michael Forest Apt. 750
New Stephenberg, MD 61004-0181",Gray,33.82635200907213,12.084091730811034,35.89035795567322,3.021671821710012,495.2994425473086
briannasantana@gmail.com,"88978 Noble Crest
North Rosemouth, FM 53484-6689",LightPink,32.49839307472945,13.410759184940549,35.9904889547585,3.184618661620886,518.0645579840107
mark52@yahoo.com,"82227 Farmer Throughway Suite 266
Leeborough, WV 35324",BlanchedAlmond,31.88540629991176,11.281931074103642,37.385317552778375,2.877224878259828,390.1032729724755
acampbell@sanchez-velasquez.info,"5791 Jessica Cove
Mckinneyborough, OK 64460-7536",Wheat,32.425697279750864,11.448901535513796,37.58019042917731,2.5869679851624765,420.7376732446371
qgarcia@williams.com,"465 Kenneth Common Apt. 192
North Tracy, WI 36024-8978",Aqua,33.43782956230187,12.595420346380532,36.26203180012439,2.9696402266327593,492.1050523891852
jenniferking@hess.net,"06939 Jones Neck
Mariaview, VT 87641",BlueViolet,31.3895854806644,10.994223919350974,38.07445241970454,3.4288599039280125,410.06961105998295
taylor91@hotmail.com,"3132 Willie Harbor
Kaylafurt, FL 01107",CadetBlue,33.46869994900622,13.085505760060858,35.84582711383271,2.926940235492512,497.5136833293677
afry@ford.biz,"399 Jeremy Skyway Suite 377
North Keithville, IL 55074",PaleTurquoise,32.291756100263015,12.190474287309026,36.15246208860067,3.7818230393432954,494.55186108657256
amandadean@gmail.com,"66880 Mckinney Hills
Matthewchester, MH 88386",DimGray,32.0637746203137,10.719149740628396,37.71250863884946,3.004742535925674,378.3309069068038
brenda68@hotmail.com,"0377 Reed Via Apt. 169
Alexandershire, MO 43498",Moccasin,33.15569970295208,12.931550271647987,38.16643555663392,3.854473855602962,570.451725912857
bakerdrew@gmail.com,"39637 Griffin Plain Suite 691
New Deborahview, MP 73870-3773",Chartreuse,33.35687434475742,13.45212895943564,38.503008849241596,3.318822278930894,549.0082269346927
connorlambert@yahoo.com,"931 Andrews Heights
South Shelley, NV 21850",Khaki,31.85307480174657,12.149375491578276,37.32533422381935,3.3618146243831437,459.285123462352
tknapp@yahoo.com,"15810 Karl Plain
Davidville, TX 64072",MediumSpringGreen,32.01230076824544,12.178331333996287,37.71598617762173,3.722561172893833,492.94505306595823
garcialisa@yahoo.com,"46079 Gonzalez Loaf
Williamside, PA 72265",LemonChiffon,32.388451625505326,11.010482132400076,38.415041581538325,3.5435470501829984,424.7626355099111
josephallen@hotmail.com,"3144 Jamie Rest
Maxwellville, NC 93749-1190",PeachPuff,32.65318145878372,11.60253219348616,37.3096887708795,2.789461516374708,422.42677587650905
hailey18@yahoo.com,"08079 Thompson Village
North Lukeborough, AL 16825",Lime,32.93133644189654,12.732211588456625,35.60082054911087,5.4859767341605234,642.1015787311585
whess@hotmail.com,"29282 Alexander Street
South Andrewmouth, MS 22041",Tomato,33.235606500693855,11.223368888365105,37.69230086128235,2.5941897205777797,413.3717831104521
josesims@hunter.com,"8830 Debra Loaf Apt. 341
Drakeville, ME 22340",SlateBlue,33.92579489547876,12.01102187657459,36.701052315547926,2.753424168758119,479.23109291159307
dtaylor@webb.com,"18219 Jackson Well
Fosterton, MP 85302",Orange,33.05926409135838,11.725910097840954,35.9990993016087,5.004820577490747,593.0772413447512
briangonzales@gmail.com,"572 Michelle Motorway Apt. 889
New Craig, ND 17250",Fuchsia,32.401731827354666,12.089309572437347,38.309907895123196,3.873337568743252,506.5473070543516
jared99@yahoo.com,"PSC 0811, Box 7054
APO AA 91691",GoldenRod,33.88994100692418,13.068638584182434,37.54052035512257,3.7987253190525396,571.3074948754644
qchristian@martinez-allen.com,"26737 Brooks Roads
Vincentstad, VA 93089",GreenYellow,34.56938121869345,12.85499036656409,35.00748225744693,3.292797662575647,576.311177371677
ngarcia@donaldson.info,"662 Wells Stravenue Apt. 578
South Kristaview, DC 49423-2452",ForestGreen,33.70160519868888,11.564022368065539,37.673210365648636,4.716104987209577,576.8025473995871
scastillo@hotmail.com,"0922 Gutierrez Loaf
Wattsbury, OH 96315",Moccasin,33.26833021768797,11.113329897404322,37.387945542635585,4.018726609737513,514.239520718957
joshua56@garcia.com,"38154 Davis Locks
Lake Stevenfort, KY 86814-9222",Indigo,31.358477192437007,12.809883473378118,36.5496679900966,3.6377012795158374,495.17595044947535
richard81@day.org,"7955 Samantha Walk Suite 230
North Luis, IL 44629",SlateBlue,33.01479221522831,11.76117232548311,37.57016384471318,3.834169666632599,514.3365582674007
jessica97@hotmail.com,"32202 Curtis Branch Apt. 411
Port Brettmouth, KY 01192-0594",Cyan,31.57613197132227,12.57989417361806,37.09326487011031,4.5319866066666314,541.2265839893283
angelaphillips@gmail.com,"102 Karen Court
New Jameston, SC 57761-6570",MintCream,32.657268594778124,11.957923064554107,36.63465232853774,4.106055151602658,516.8315566841785
donald67@harrison.com,"9759 Tammy Skyway Apt. 171
Lake Debra, AS 95011",Lime,34.709323296131586,10.651793783474174,37.14600652898046,3.2182653850978555,468.4457372274064
zmalone@yahoo.com,"PSC 6717, Box 7673
APO AE 66950-0088",Moccasin,34.5366591798774,12.75207661096469,36.71413783923341,3.2836634554040156,548.2803201983364
rlindsey@norris.com,"581 Smith Prairie Suite 995
Andersontown, AS 58802",Green,32.771715009701,11.540832436151055,37.526421027792445,2.924020724598205,431.6177337614297
